tripletId,ans1,ans2,ans3
t4192,b,b,a
t4193,a,a,a
t4194,a,b,a
t4195,b,a,b
t4196,b,a,b
t4197,a,b,a
t4198,a,a,a
t4199,b,b,b
t4200,a,a,b
t4201,b,b,a
t4202,b,b,a
t4203,a,a,b
t4204,a,a,b
t4205,b,b,a
t4206,a,b,a
t4207,b,b,b
t4208,a,a,b
t4209,b,a,b
t4210,a,a,a
t4211,b,b,b
t4212,b,a,b
t4213,a,b,a
t4214,b,b,b
t4215,a,a,b
t4216,a,b,a
t4217,b,b,b
t4218,a,b,a
t4219,b,b,b
t4220,a,a,a
t4221,b,b,a
t4222,b,b,b
t4223,a,a,b
t4224,a,a,a
t4225,a,a,a
t4226,a,b,a
t4227,a,b,a
t4228,a,a,b
t4229,b,b,a
t4230,a,a,a
t4231,b,b,b
t4232,b,b,b
t4233,a,a,a
t4234,a,a,a
t4235,a,b,b
t4236,b,b,b
t4237,b,b,a
t4238,a,a,a
t4239,b,b,a
t4240,a,b,a
t4241,b,b,a
t4242,b,b,a
t4243,a,a,b
t4244,b,b,b
t4245,b,b,a
t4246,a,b,a
t4247,b,b,a
t4248,a,a,a
t4249,b,b,b
t4250,a,a,a
t4251,b,b,a
t4252,b,b,a
t4253,a,a,a
t4254,a,b,a
t4255,a,b,b
t4256,a,a,a
t4257,a,b,b
t4258,a,a,a
t4259,b,b,b
t4260,a,a,a
t4261,a,b,a
t4262,b,b,a
t4263,a,a,a
t4264,b,a,a
t4265,b,b,b
t4266,a,a,a
t4267,a,b,a
t4268,a,b,b
t4269,b,b,a
t4270,a,a,b
t4271,b,b,a
t4272,b,b,a
t4273,a,a,b
t4274,a,b,a
t4275,b,a,b
t4276,a,a,b
t4277,a,a,a
t4278,a,b,a
t4279,b,b,a
t4280,a,a,a
t4281,a,b,a
t4282,a,a,a
t4283,a,a,a
t4284,a,a,b
t4285,a,a,a
t4286,b,b,b
t4287,a,b,b
t4288,a,a,b
t4289,b,b,a
t4290,a,a,a
t4291,b,b,a
t4292,b,b,a
t4293,a,a,a
t4294,a,b,a
t4295,b,b,a
t4296,b,a,a
t4297,a,b,a
t4298,a,a,a
t4299,b,b,a
t4300,a,a,b
t4301,a,b,a
t4302,b,b,a
t4303,a,a,b
t4304,a,a,b
t4305,a,b,a
t4306,a,b,a
t4307,a,b,a
t4308,a,a,b
t4309,b,b,b
t4310,a,a,b
t4311,a,b,b
t4312,b,b,b
t4313,a,b,a
t4314,a,a,b
t4315,a,a,b
t4316,a,b,b
t4317,a,b,b
t4318,a,a,b
t4319,b,b,b
t4320,a,a,a
t4321,a,b,a
t4322,b,b,a
t4323,a,a,a
t4324,a,a,a
t4325,a,a,a
t4326,a,a,a
t4327,a,b,a
t4328,a,b,a
t4329,b,b,b
t4330,a,a,b
t4331,b,b,b
t4332,b,b,a
t4333,a,b,a
t4334,a,a,a
t4335,a,b,b
t4336,a,b,b
t4337,a,b,a
t4338,a,a,a
t4339,b,b,b
t4340,a,a,a
t4341,a,b,a
t4342,b,b,a
t4343,a,b,a
t4344,a,a,a
t4345,a,b,a
t4346,b,b,a
t4347,a,b,b
t4348,a,b,b
t4349,b,b,a
t4350,a,a,b
t4351,a,b,a
t4352,b,b,b
t4353,a,b,b
t4354,a,b,b
t4355,a,b,b
t4356,a,b,b
t4357,b,b,a
t4358,a,a,a
t4359,a,b,b
t4360,a,a,b
t4361,a,b,a
t4362,b,b,a
t4363,a,a,b
t4364,a,b,b
t4365,a,b,a
t4366,a,a,a
t4367,a,b,b
t4368,a,a,b
t4369,b,b,b
t4370,a,a,a
t4371,b,b,b
t4372,b,b,b
t4373,a,a,a
t4374,a,b,a
t4375,a,a,b
t4376,a,b,b
t4377,a,b,b
t4378,a,a,a
t4379,b,b,b
t4380,a,a,a
t4381,b,b,b
t4382,a,b,b
t4383,a,a,b
t4384,a,a,b
t4385,a,b,a
t4386,a,b,a
t4387,a,b,a
t4388,a,a,b
t4389,b,b,a
t4390,a,a,a
t4391,b,b,a
t4392,b,b,b
t4393,a,a,a
t4394,a,b,b
t4395,a,a,a
t4396,a,a,b
t4397,b,b,a
t4398,a,a,a
t4399,a,b,a
t4400,a,a,b
t4401,a,b,a
t4402,a,b,a
t4403,a,b,b
t4404,a,b,b
t4405,a,a,a
t4406,a,b,a
t4407,a,b,a
t4408,a,b,a
t4409,b,b,b
t4410,a,a,a
t4411,b,b,b
t4412,a,b,b
t4413,a,b,a
t4414,a,b,a
t4415,b,b,b
t4416,a,b,b
t4417,a,a,b
t4418,b,b,a
t4419,b,b,b
t4420,a,a,b
t4421,b,a,a
t4422,a,b,a
t4423,a,b,a
t4424,a,b,a
t4425,b,b,a
t4426,a,a,a
t4427,a,b,b
t4428,b,b,b
t4429,b,b,a
t4430,a,a,b
t4431,a,a,b
t4432,b,b,a
t4433,a,a,a
t4434,a,b,a
t4435,a,a,b
t4436,a,a,b
t4437,b,a,a
t4438,a,b,a
t4439,b,b,b
t4440,a,a,b
t4441,b,b,a
t4442,b,b,a
t4443,a,a,b
t4444,b,b,b
t4445,a,b,a
t4446,b,a,a
t4447,a,b,a
t4448,a,b,b
t4449,b,b,b
t4450,a,a,a
t4451,a,b,b
t4452,a,b,b
t4453,a,a,a
t4454,a,b,b
t4455,a,b,a
t4456,a,a,b
t4457,b,b,b
t4458,a,b,a
t4459,b,b,b
t4460,a,a,a
t4461,b,b,b
t4462,a,a,b
t4463,a,a,b
t4464,a,b,a
t4465,a,b,a
t4466,b,a,a
t4467,b,b,b
t4468,b,b,b
t4469,b,b,a
t4470,a,a,a
t4471,a,b,b
t4472,b,b,b
t4473,a,a,a
t4474,a,a,a
t4475,a,a,b
t4476,b,a,b
t4477,a,a,a
t4478,a,b,a
t4479,b,b,b
t4480,a,a,a
t4481,b,b,a
t4482,a,a,b
t4483,a,a,a
t4484,a,b,b
t4485,b,a,a
t4486,a,b,a
t4487,a,b,a
t4488,a,b,a
t4489,b,b,b
t4490,a,a,b
t4491,a,b,b
t4492,a,b,a
t4493,a,a,a
t4494,a,a,b
t4495,b,b,b
t4496,a,a,b
t4497,a,a,a
t4498,a,b,a
t4499,b,b,b
t4500,a,a,a
t4501,b,b,b
t4502,b,b,a
t4503,a,a,a
t4504,a,b,a
t4505,a,a,a
t4506,a,a,a
t4507,a,a,b
t4508,a,b,b
t4509,b,b,a
t4510,a,a,b
t4511,b,b,b
t4512,a,b,a
t4513,a,a,a
t4514,a,a,a
t4515,a,b,b
t4516,a,b,b
t4517,a,b,b
t4518,b,b,a
t4519,b,b,b
t4520,a,a,b
t4521,b,b,a
t4522,b,b,a
t4523,a,a,b
t4524,a,a,a
t4525,a,b,a
t4526,a,a,a
t4527,b,b,b
t4528,a,b,b
t4529,b,b,b
t4530,a,a,a
t4531,a,b,b
t4532,a,a,a
t4533,a,b,a
t4534,a,a,b
t4535,a,b,a
t4536,a,a,b
t4537,a,a,b
t4538,a,b,a
t4539,b,b,b
t4540,a,a,a
t4541,b,b,b
t4542,a,b,b
t4543,a,a,b
t4544,b,b,b
t4545,a,a,b
t4546,a,b,a
t4547,a,b,a
t4548,a,b,b
t4549,b,b,a
t4550,a,a,a
t4551,b,b,b
t4552,b,b,b
t4553,a,a,a
t4554,a,b,a
t4555,b,b,b
t4556,a,a,b
t4557,a,b,a
t4558,a,b,a
t4559,b,b,b
t4560,a,b,a
t4561,b,b,b
t4562,b,b,a
t4563,a,a,a
t4564,a,b,a
t4565,a,b,a
t4566,a,a,a
t4567,a,b,a
t4568,a,b,a
t4569,b,b,b
t4570,a,a,b
t4571,b,b,b
t4572,a,a,a
t4573,a,b,a
t4574,a,a,a
t4575,a,b,b
t4576,a,b,b
t4577,a,b,b
t4578,a,b,a
t4579,b,b,b
t4580,a,a,b
t4581,a,b,a
t4582,b,b,a
t4583,a,a,a
t4584,a,b,a
t4585,a,b,a
t4586,a,a,a
t4587,a,b,a
t4588,a,a,a
t4589,b,b,a
t4590,a,a,b
t4591,b,b,a
t4592,a,b,a
t4593,a,a,b
t4594,a,a,a
t4595,a,a,b
t4596,a,a,b
t4597,a,b,b
t4598,a,b,a
t4599,b,b,b
t4600,a,a,b
t4601,b,b,a
t4602,b,b,a
t4603,a,a,b
t4604,a,a,b
t4605,a,b,a
t4606,a,a,a
t4607,a,a,a
t4608,a,a,b
t4609,b,b,b
t4610,a,a,a
t4611,b,b,b
t4612,b,b,b
t4613,a,a,a
t4614,a,b,b
t4615,b,b,a
t4616,a,b,a
t4617,a,b,b
t4618,a,a,a
t4619,b,b,b
t4620,a,a,a
t4621,b,b,a
t4622,a,b,b
t4623,a,a,b
t4624,a,b,b
t4625,a,b,a
t4626,a,b,a
t4627,a,b,b
t4628,a,a,b
t4629,b,b,a
t4630,a,a,a
t4631,b,b,b
t4632,b,b,b
t4633,a,a,a
t4634,a,b,b
t4635,a,b,a
t4636,a,a,b
t4637,a,b,a
t4638,a,a,b
t4639,b,b,a
t4640,a,a,a
t4641,b,b,a
t4642,b,b,a
t4643,a,a,b
t4644,a,b,b
t4645,a,b,a
t4646,a,a,a
t4647,a,b,a
t4648,a,a,a
t4649,b,b,b
t4650,a,a,a
t4651,b,b,b
t4652,b,b,b
t4653,a,a,a
t4654,a,a,a
t4655,a,b,b
t4656,a,b,b
t4657,a,b,b
t4658,a,a,a
t4659,b,b,b
t4660,a,a,b
t4661,b,b,a
t4662,b,b,a
t4663,a,a,a
t4664,a,b,a
t4665,b,a,a
t4666,a,a,a
t4667,a,a,b
t4668,a,a,b
t4669,b,b,b
t4670,a,a,b
t4671,b,b,b
t4672,a,b,a
t4673,a,a,b
t4674,a,b,a
t4675,b,b,b
t4676,a,b,b
t4677,a,a,a
t4678,a,b,a
t4679,b,b,b
t4680,a,a,b
t4681,b,b,a
t4682,b,b,a
t4683,a,a,b
t4684,a,b,b
t4685,b,a,a
t4686,a,a,a
t4687,a,b,b
t4688,a,b,b
t4689,b,b,b
t4690,a,a,a
t4691,b,b,b
t4692,b,b,b
t4693,a,a,a
t4694,a,b,a
t4695,a,b,b
t4696,a,b,b
t4697,a,b,b
t4698,a,a,a
t4699,b,b,b
t4700,a,a,a
t4701,b,b,b
t4702,a,b,b
t4703,a,a,b
t4704,a,b,a
t4705,a,b,a
t4706,a,b,a
t4707,b,b,b
t4708,a,a,b
t4709,b,b,a
t4710,a,a,b
t4711,a,b,b
t4712,a,b,b
t4713,a,a,a
t4714,a,b,a
t4715,a,b,b
t4716,a,a,b
t4717,a,b,a
t4718,b,b,b
t4719,b,b,a
t4720,a,a,a
t4721,b,b,a
t4722,b,b,a
t4723,a,b,b
t4724,a,b,b
t4725,a,a,a
t4726,b,b,a
t4727,a,b,a
t4728,a,b,a
t4729,b,b,b
t4730,a,a,a
t4731,b,a,b
t4732,b,b,a
t4733,a,a,b
t4734,a,b,a
t4735,a,b,b
t4736,b,b,b
t4737,a,b,a
t4738,a,b,a
t4739,b,b,b
t4740,a,a,b
t4741,b,b,a
t4742,a,b,a
t4743,a,a,a
t4744,a,a,a
t4745,b,b,a
t4746,b,b,a
t4747,b,b,b
t4748,a,b,a
t4749,b,b,a
t4750,a,a,b
t4751,b,b,a
t4752,a,b,a
t4753,a,a,b
t4754,a,b,a
t4755,a,a,b
t4756,a,b,b
t4757,a,b,b
t4758,a,b,a
t4759,b,b,b
t4760,a,a,b
t4761,a,b,a
t4762,b,b,a
t4763,a,a,b
t4764,a,b,a
t4765,a,b,a
t4766,a,b,a
t4767,a,b,b
t4768,a,a,b
t4769,b,b,a
t4770,a,a,a
t4771,b,b,b
t4772,b,b,a
t4773,a,a,a
t4774,a,b,b
t4775,b,a,a
t4776,a,a,b
t4777,a,b,b
t4778,a,a,a
t4779,b,b,b
t4780,a,b,a
t4781,b,b,a
t4782,a,b,a
t4783,a,a,b
t4784,a,b,b
t4785,b,b,b
t4786,b,b,a
t4787,b,b,a
t4788,a,a,b
t4789,b,b,a
t4790,a,a,b
t4791,b,b,b
t4792,b,b,b
t4793,a,b,b
t4794,a,a,a
t4795,a,a,b
t4796,a,a,b
t4797,a,a,a
t4798,a,a,a
t4799,b,b,a
t4800,a,b,b
t4801,a,b,a
t4802,b,b,a
t4803,b,b,b
t4804,b,b,b
t4805,a,a,a
t4806,a,b,a
t4807,a,b,a
t4808,b,b,a
t4809,a,a,b
t4810,a,b,b
t4811,b,b,b
t4812,b,b,b
t4813,a,a,a
t4814,b,b,a
t4815,a,a,b
t4816,b,a,b
t4817,a,a,b
t4818,b,b,a
t4819,b,a,b
t4820,a,b,a
t4821,b,a,a
t4822,a,b,a
t4823,a,a,a
t4824,a,a,a
t4825,a,b,a
t4826,a,a,a
t4827,a,b,b
t4828,b,b,b
t4829,a,a,a
t4830,a,b,b
t4831,a,b,a
t4832,b,b,b
t4833,b,a,a
t4834,b,b,a
t4835,b,b,b
t4836,b,a,b
t4837,a,a,a
t4838,b,b,a
t4839,b,a,b
t4840,a,b,b
t4841,b,a,a
t4842,b,b,a
t4843,a,b,b
t4844,b,b,a
t4845,b,a,a
t4846,b,a,a
t4847,a,a,b
t4848,b,b,a
t4849,b,a,b
t4850,a,a,a
t4851,a,b,b
t4852,a,b,b
t4853,a,a,a
t4854,b,a,a
t4855,b,b,a
t4856,a,a,b
t4857,a,b,a
t4858,b,b,a
t4859,a,a,b
t4860,a,b,a
t4861,b,a,a
t4862,b,b,b
t4863,a,b,b
t4864,b,b,a
t4865,a,b,b
t4866,b,a,a
t4867,a,b,a
t4868,a,b,b
t4869,b,a,a
t4870,a,a,a
t4871,b,b,b
t4872,a,b,b
t4873,a,a,a
t4874,a,b,a
t4875,a,b,b
t4876,b,a,b
t4877,a,a,a
t4878,a,b,b
t4879,a,a,b
t4880,a,a,a
t4881,a,a,a
t4882,a,b,a
t4883,a,b,a
t4884,b,b,b
t4885,a,a,a
t4886,a,a,a
t4887,a,b,a
t4888,b,b,a
t4889,b,a,b
t4890,a,a,b
t4891,b,a,b
t4892,b,b,b
t4893,a,a,b
t4894,a,b,a
t4895,b,a,b
t4896,b,b,b
t4897,a,b,a
t4898,b,b,a
t4899,a,b,b
t4900,a,a,b
t4901,b,a,a
t4902,b,b,a
t4903,b,b,a
t4904,a,a,a
t4905,b,a,a
t4906,a,a,a
t4907,a,b,b
t4908,b,b,b
t4909,a,a,a
t4910,b,a,b
t4911,b,a,a
t4912,b,b,a
t4913,a,b,a
t4914,a,b,a
t4915,b,b,b
t4916,a,a,b
t4917,a,a,a
t4918,a,b,a
t4919,a,b,b
t4920,b,a,b
t4921,a,a,b
t4922,b,b,a
t4923,b,a,b
t4924,a,a,a
t4925,b,a,a
t4926,a,b,b
t4927,a,a,b
t4928,b,b,b
t4929,b,a,a
t4930,b,b,a
t4931,b,a,b
t4932,b,b,b
t4933,b,a,a
t4934,b,b,b
t4935,a,b,b
t4936,a,a,b
t4937,a,b,b
t4938,b,b,a
t4939,a,a,b
t4940,a,a,a
t4941,b,b,a
t4942,a,b,b
t4943,a,a,b
t4944,a,a,b
t4945,b,b,a
t4946,a,a,a
t4947,a,b,a
t4948,b,b,b
t4949,a,a,a
t4950,a,a,a
t4951,b,b,b
t4952,a,b,b
t4953,a,a,a
t4954,a,b,a
t4955,b,b,b
t4956,b,a,b
t4957,a,a,a
t4958,b,b,b
t4959,b,a,b
t4960,a,a,a
t4961,b,b,a
t4962,b,b,a
t4963,a,a,a
t4964,a,b,b
t4965,b,a,a
t4966,a,a,a
t4967,a,a,a
t4968,a,b,a
t4969,b,a,b
t4970,a,a,a
t4971,b,a,b
t4972,b,b,a
t4973,a,a,b
t4974,b,b,a
t4975,a,b,b
t4976,b,a,b
t4977,a,b,b
t4978,b,b,a
t4979,a,a,a
t4980,a,a,a
t4981,b,a,a
t4982,b,b,a
t4983,b,a,b
t4984,b,a,a
t4985,a,b,a
t4986,b,a,a
t4987,a,a,b
t4988,b,b,a
t4989,b,a,a
t4990,b,a,b
t4991,a,b,a
t4992,b,b,a
t4993,b,a,a
t4994,b,b,a
t4995,b,a,b
t4996,b,a,b
t4997,a,b,a
t4998,b,b,b
t4999,b,a,b
t5000,b,a,b
t5001,b,b,b
t5002,a,b,a
t5003,a,a,b
t5004,b,b,b
t5005,b,b,a
t5006,a,a,a
t5007,a,a,b
t5008,b,b,b
t5009,a,a,b
t5010,a,a,a
t5011,b,b,b
t5012,b,b,b
t5013,a,a,a
t5014,a,b,a
t5015,b,b,a
t5016,a,a,b
t5017,a,a,b
t5018,a,b,a
t5019,a,a,b
t5020,b,a,a
t5021,b,a,a
t5022,a,b,b
t5023,a,b,b
t5024,b,a,b
t5025,b,b,a
t5026,b,a,b
t5027,a,a,a
t5028,b,b,a
t5029,a,a,a
t5030,b,a,a
t5031,b,a,a
t5032,a,b,b
t5033,b,b,a
t5034,b,b,b
t5035,b,a,b
t5036,b,a,b
t5037,a,a,a
t5038,b,b,b
t5039,a,a,b
t5040,b,a,a
t5041,a,a,a
t5042,b,a,a
t5043,b,b,a
t5044,b,a,b
t5045,b,b,b
t5046,b,a,a
t5047,a,b,a
t5048,b,b,a
t5049,a,a,b
t5050,a,b,a
t5051,b,a,b
t5052,a,a,b
t5053,a,a,a
t5054,a,a,a
t5055,a,b,b
t5056,b,a,b
t5057,a,b,a
t5058,b,b,a
t5059,a,a,b
t5060,a,a,a
t5061,a,a,a
t5062,a,b,a
t5063,a,b,a
t5064,b,a,a
t5065,b,b,a
t5066,b,a,a
t5067,a,b,b
t5068,b,b,b
t5069,a,a,a
t5070,a,a,b
t5071,b,b,a
t5072,a,a,a
t5073,a,a,a
t5074,a,a,a
t5075,b,a,b
t5076,b,b,b
t5077,a,b,a
t5078,b,b,a
t5079,b,a,b
t5080,b,a,b
t5081,b,b,a
t5082,b,b,a
t5083,b,b,b
t5084,b,b,b
t5085,b,a,a
t5086,b,a,a
t5087,a,a,b
t5088,b,b,b
t5089,a,a,b
t5090,b,a,a
t5091,b,a,b
t5092,a,b,b
t5093,b,b,a
t5094,b,b,a
t5095,b,a,a
t5096,b,a,b
t5097,a,a,b
t5098,b,b,a
t5099,b,a,b
t5100,a,b,a
t5101,b,a,a
t5102,a,b,b
t5103,a,b,b
t5104,a,b,a
t5105,b,a,a
t5106,a,a,a
t5107,a,b,b
t5108,b,b,b
t5109,a,a,b
t5110,a,a,a
t5111,b,b,b
t5112,a,b,b
t5113,a,a,a
t5114,a,b,a
t5115,b,a,b
t5116,b,a,b
t5117,b,b,a
t5118,b,b,b
t5119,b,a,b
t5120,b,a,b
t5121,b,a,a
t5122,a,b,a
t5123,a,a,a
t5124,b,b,b
t5125,a,a,a
t5126,b,b,a
t5127,a,b,a
t5128,b,b,a
t5129,a,a,a
t5130,a,b,a
t5131,b,a,b
t5132,b,b,a
t5133,a,a,a
t5134,b,b,a
t5135,a,a,b
t5136,b,a,b
t5137,b,b,b
t5138,b,b,a
t5139,a,a,b
t5140,b,a,b
t5141,b,b,a
t5142,b,a,a
t5143,b,b,a
t5144,b,a,a
t5145,b,b,a
t5146,a,a,a
t5147,b,b,b
t5148,b,b,b
t5149,a,a,a
t5150,b,a,b
t5151,b,a,a
t5152,a,b,b
t5153,a,a,a
t5154,a,b,a
t5155,b,b,b
t5156,a,a,b
t5157,a,a,a
t5158,b,b,a
t5159,b,a,b
t5160,a,b,b
t5161,b,a,a
t5162,a,b,a
t5163,b,b,b
t5164,b,b,b
t5165,b,a,a
t5166,a,a,a
t5167,a,a,b
t5168,b,b,b
t5169,a,a,b
t5170,a,b,a
t5171,a,a,b
t5172,b,b,b
t5173,a,b,a
t5174,b,b,b
t5175,a,a,b
t5176,a,a,b
t5177,a,b,b
t5178,b,b,a
t5179,a,a,b
t5180,b,b,a
t5181,b,a,a
t5182,b,b,b
t5183,b,a,b
t5184,b,a,b
t5185,b,a,a
t5186,b,a,a
t5187,a,b,a
t5188,a,b,b
t5189,a,a,a
t5190,b,a,a
t5191,b,b,b
t5192,b,b,b
t5193,b,a,a
t5194,b,a,a
t5195,b,b,b
t5196,b,b,b
t5197,b,b,a
t5198,b,b,b
t5199,a,a,b
t5200,a,a,b
t5201,b,a,a
t5202,a,b,a
t5203,a,b,b
t5204,b,a,b
t5205,a,a,a
t5206,b,a,a
t5207,a,a,a
t5208,b,b,a
t5209,a,a,b
t5210,a,a,b
t5211,b,a,b
t5212,a,a,b
t5213,b,b,a
t5214,b,a,a
t5215,a,a,b
t5216,b,a,b
t5217,a,b,b
t5218,b,b,a
t5219,b,a,b
t5220,a,a,a
t5221,b,b,a
t5222,b,a,a
t5223,b,b,a
t5224,b,a,a
t5225,b,a,a
t5226,a,b,a
t5227,a,b,b
t5228,b,b,b
t5229,a,a,a
t5230,a,a,b
t5231,b,a,a
t5232,a,b,b
t5233,a,b,a
t5234,a,b,a
t5235,a,a,b
t5236,b,a,b
t5237,a,b,a
t5238,b,b,a
t5239,a,a,b
t5240,a,a,b
t5241,a,a,a
t5242,a,b,b
t5243,b,a,b
t5244,a,b,a
t5245,a,b,a
t5246,a,a,b
t5247,b,b,b
t5248,b,b,b
t5249,a,a,a
t5250,a,a,a
t5251,a,a,b
t5252,a,b,b
t5253,a,b,a
t5254,b,a,a
t5255,a,a,a
t5256,a,a,b
t5257,b,b,b
t5258,b,a,b
t5259,a,a,b
t5260,a,a,a
t5261,a,a,b
t5262,a,b,b
t5263,a,a,b
t5264,b,a,a
t5265,a,b,b
t5266,b,b,a
t5267,a,a,b
t5268,b,b,b
t5269,a,a,a
t5270,b,a,a
t5271,b,a,b
t5272,b,a,b
t5273,b,b,a
t5274,b,a,b
t5275,b,a,b
t5276,a,a,b
t5277,b,b,a
t5278,b,b,b
t5279,a,a,a
t5280,a,a,b
t5281,a,a,a
t5282,a,a,a
t5283,a,b,b
t5284,a,a,b
t5285,a,a,a
t5286,b,a,a
t5287,a,b,b
t5288,a,a,a
t5289,b,a,b
t5290,b,a,b
t5291,b,a,b
t5292,a,b,b
t5293,a,b,a
t5294,a,a,a
t5295,a,b,b
t5296,a,b,b
t5297,a,a,b
t5298,b,b,a
t5299,a,a,b
t5300,a,a,a
t5301,a,a,a
t5302,a,b,a
t5303,b,b,a
t5304,b,a,a
t5305,a,a,a
t5306,b,a,a
t5307,b,b,b
t5308,b,b,b
t5309,a,a,a
t5310,a,a,b
t5311,a,a,b
t5312,a,a,a
t5313,a,b,a
t5314,b,a,a
t5315,b,a,b
t5316,b,a,b
t5317,a,a,a
t5318,b,a,a
t5319,a,a,b
t5320,a,a,b
t5321,b,a,a
t5322,b,b,a
t5323,a,b,b
t5324,b,b,b
t5325,a,a,a
t5326,b,a,b
t5327,a,b,b
t5328,b,b,b
t5329,a,a,a
t5330,a,b,a
t5331,b,a,b
t5332,a,b,b
t5333,b,b,a
t5334,a,a,b
t5335,a,a,a
t5336,b,a,a
t5337,b,b,a
t5338,b,b,a
t5339,a,a,b
t5340,a,a,a
t5341,a,b,a
t5342,a,a,b
t5343,b,b,b
t5344,a,a,a
t5345,a,a,a
t5346,b,a,a
t5347,b,b,a
t5348,b,b,b
t5349,b,a,a
t5350,a,a,a
t5351,b,a,a
t5352,b,b,b
t5353,a,b,a
t5354,b,a,a
t5355,a,a,b
t5356,a,a,b
t5357,a,b,a
t5358,b,b,b
t5359,a,a,b
t5360,a,a,a
t5361,b,a,b
t5362,b,b,a
t5363,b,b,b
t5364,b,a,b
t5365,a,a,b
t5366,b,a,a
t5367,b,a,a
t5368,b,b,a
t5369,a,a,b
t5370,a,a,a
t5371,b,a,b
t5372,b,a,a
t5373,b,b,b
t5374,a,a,a
t5375,a,a,b
t5376,a,b,b
t5377,a,b,b
t5378,b,b,a
t5379,a,a,b
t5380,a,a,b
t5381,b,a,a
t5382,a,a,a
t5383,a,b,a
t5384,b,a,a
t5385,b,a,b
t5386,a,a,a
t5387,a,a,b
t5388,b,b,a
t5389,a,a,b
t5390,a,a,b
t5391,b,a,a
t5392,b,a,a
t5393,b,b,b
t5394,b,a,a
t5395,b,a,b
t5396,b,a,b
t5397,a,a,b
t5398,b,b,a
t5399,b,a,a
t5400,a,a,b
t5401,b,a,a
t5402,b,b,a
t5403,b,b,b
t5404,b,b,b
t5405,a,b,a
t5406,b,a,a
t5407,b,b,b
t5408,b,b,b
t5409,b,a,b
t5410,a,a,a
t5411,b,a,b
t5412,b,a,b
t5413,b,b,a
t5414,b,b,b
t5415,a,a,b
t5416,b,a,b
t5417,a,b,b
t5418,b,b,b
t5419,b,a,b
t5420,a,a,a
t5421,b,a,b
t5422,a,a,a
t5423,b,b,b
t5424,b,a,a
t5425,b,a,a
t5426,b,a,a
t5427,a,a,a
t5428,b,b,b
t5429,b,a,a
t5430,a,a,b
t5431,b,a,b
t5432,b,b,b
t5433,b,b,a
t5434,a,a,a
t5435,a,a,b
t5436,b,a,b
t5437,a,b,b
t5438,b,b,b
t5439,a,a,b
t5440,a,a,b
t5441,b,a,a
t5442,b,b,a
t5443,a,b,b
t5444,b,a,b
t5445,a,a,a
t5446,b,a,a
t5447,a,b,a
t5448,b,b,a
t5449,b,a,b
t5450,b,a,b
t5451,b,a,b
t5452,b,a,b
t5453,b,b,a
t5454,b,b,a
t5455,a,a,b
t5456,a,a,b
t5457,b,b,b
t5458,b,b,a
t5459,b,a,b
t5460,a,a,b
t5461,b,a,a
t5462,b,a,a
t5463,b,b,a
t5464,b,a,a
t5465,a,b,a
t5466,b,a,a
t5467,b,b,b
t5468,b,a,b
t5469,a,a,a
t5470,a,a,b
t5471,b,a,a
t5472,a,a,a
t5473,a,b,b
t5474,a,a,b
t5475,a,a,b
t5476,b,a,b
t5477,a,a,a
t5478,b,a,a
t5479,b,a,b
t5480,a,a,b
t5481,b,a,a
t5482,b,b,a
t5483,b,a,b
t5484,b,a,b
t5485,b,a,a
t5486,b,a,a
t5487,a,b,b
t5488,b,b,b
t5489,a,a,a
t5490,a,b,a
t5491,b,a,b
t5492,b,b,b
t5493,a,b,a
t5494,b,b,b
t5495,b,b,b
t5496,a,a,b
t5497,b,a,b
t5498,b,b,a
t5499,a,a,b
t5500,b,a,a
t5501,b,a,a
t5502,b,b,b
t5503,b,b,b
t5504,b,b,b
t5505,b,a,a
t5506,b,a,a
t5507,a,b,a
t5508,b,b,b
t5509,a,a,a
t5510,a,a,a
t5511,b,a,b
t5512,b,a,b
t5513,a,b,a
t5514,b,a,a
t5515,b,a,b
t5516,a,a,b
t5517,a,a,a
t5518,b,a,a
t5519,b,a,b
t5520,b,a,b
t5521,b,b,a
t5522,b,b,a
t5523,b,b,a
t5524,b,b,b
t5525,b,a,a
t5526,b,a,a
t5527,b,a,a
t5528,b,a,a
t5529,a,a,b
t5530,a,b,a
t5531,b,a,b
t5532,b,b,b
t5533,b,b,a
t5534,a,b,a
t5535,a,a,a
t5536,b,b,b
t5537,b,a,b
t5538,b,a,a
t5539,b,a,b
t5540,b,b,b
t5541,b,a,a
t5542,a,b,a
t5543,b,b,b
t5544,b,a,a
t5545,b,a,a
t5546,b,a,a
t5547,b,b,a
t5548,b,b,b
t5549,a,a,a
t5550,a,a,b
t5551,b,a,a
t5552,a,a,a
t5553,b,b,a
t5554,a,b,a
t5555,b,a,b
t5556,a,a,b
t5557,a,b,a
t5558,b,a,a
t5559,a,a,b
t5560,a,a,b
t5561,b,a,a
t5562,b,b,a
t5563,a,a,b
t5564,a,b,b
t5565,a,b,a
t5566,a,a,b
t5567,a,a,b
t5568,b,b,b
t5569,a,a,b
t5570,a,a,a
t5571,b,a,b
t5572,b,a,b
t5573,a,b,a
t5574,b,a,a
t5575,a,a,a
t5576,b,a,a
t5577,a,b,a
t5578,a,b,a
t5579,b,a,b
t5580,a,a,a
t5581,b,a,a
t5582,b,b,a
t5583,b,b,b
t5584,b,a,a
t5585,b,a,a
t5586,b,b,a
t5587,a,b,a
t5588,b,a,b
t5589,a,a,a
